gene_id,gene_name,description
ENSMUSG00000039841,Zfp800,zinc finger protein 800 [Source:MGI Symbol;Acc:MGI:1889334]
ENSMUSG00000039842,Mcph1,"microcephaly, primary autosomal recessive 1 [Source:MGI Symbol;Acc:MGI:2443308]"
ENSMUSG00000039844,Rapgef1,Rap guanine nucleotide exchange factor (GEF) 1 [Source:MGI Symbol;Acc:MGI:104580]
ENSMUSG00000039849,Pcif1,phosphorylated CTD interacting factor 1 [Source:MGI Symbol;Acc:MGI:2443858]
ENSMUSG00000039850,Endov,endonuclease V [Source:MGI Symbol;Acc:MGI:2444688]
ENSMUSG00000039851,4932438H23Rik,RIKEN cDNA 4932438H23 gene [Source:MGI Symbol;Acc:MGI:1921637]
ENSMUSG00000039852,Rere,arginine glutamic acid dipeptide (RE) repeats [Source:MGI Symbol;Acc:MGI:2683486]
ENSMUSG00000039853,Trim14,tripartite motif-containing 14 [Source:MGI Symbol;Acc:MGI:1921985]
ENSMUSG00000039860,Srrm3,serine/arginine repetitive matrix 3 [Source:MGI Symbol;Acc:MGI:1920309]
ENSMUSG00000039865,Slc44a3,"solute carrier family 44, member 3 [Source:MGI Symbol;Acc:MGI:2384860]"
ENSMUSG00000039873,Neurl2,neuralized E3 ubiquitin protein ligase 2 [Source:MGI Symbol;Acc:MGI:3043305]
ENSMUSG00000039878,Slc39a5,"solute carrier family 39 (metal ion transporter), member 5 [Source:MGI Symbol;Acc:MGI:1919336]"
ENSMUSG00000039879,Heca,"hdc homolog, cell cycle regulator [Source:MGI Symbol;Acc:MGI:2685715]"
ENSMUSG00000039883,Lrrc17,leucine rich repeat containing 17 [Source:MGI Symbol;Acc:MGI:1921761]
ENSMUSG00000039886,Tmem120a,transmembrane protein 120A [Source:MGI Symbol;Acc:MGI:2686991]
ENSMUSG00000039887,Alg14,asparagine-linked glycosylation 14 [Source:MGI Symbol;Acc:MGI:1914039]
ENSMUSG00000039891,Txlnb,taxilin beta [Source:MGI Symbol;Acc:MGI:2671945]
ENSMUSG00000039899,Fgl2,fibrinogen-like protein 2 [Source:MGI Symbol;Acc:MGI:103266]
ENSMUSG00000039901,Armh3,armadillo-like helical domain containing 3 [Source:MGI Symbol;Acc:MGI:1918867]
ENSMUSG00000039903,Eva1c,eva-1 homolog C (C. elegans) [Source:MGI Symbol;Acc:MGI:1918217]
ENSMUSG00000039904,Gpr37,G protein-coupled receptor 37 [Source:MGI Symbol;Acc:MGI:1313297]
ENSMUSG00000039908,Slc26a11,"solute carrier family 26, member 11 [Source:MGI Symbol;Acc:MGI:2444589]"
ENSMUSG00000039910,Cited2,"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2 [Source:MGI Symbol;Acc:MGI:1306784]"
ENSMUSG00000039911,Spsb1,splA/ryanodine receptor domain and SOCS box containing 1 [Source:MGI Symbol;Acc:MGI:1921896]
ENSMUSG00000039913,Pak5,p21 (RAC1) activated kinase 5 [Source:MGI Symbol;Acc:MGI:1920334]
ENSMUSG00000039914,Coq10a,coenzyme Q10A [Source:MGI Symbol;Acc:MGI:2684847]
ENSMUSG00000039917,Rhbdd2,rhomboid domain containing 2 [Source:MGI Symbol;Acc:MGI:1915612]
ENSMUSG00000039929,Urb1,URB1 ribosome biogenesis 1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2146468]
ENSMUSG00000039934,Gsap,gamma-secretase activating protein [Source:MGI Symbol;Acc:MGI:2442259]
ENSMUSG00000039936,Pik3cd,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta [Source:MGI Symbol;Acc:MGI:1098211]"
ENSMUSG00000039942,Ptger4,prostaglandin E receptor 4 (subtype EP4) [Source:MGI Symbol;Acc:MGI:104311]
ENSMUSG00000039943,Plcb4,"phospholipase C, beta 4 [Source:MGI Symbol;Acc:MGI:107464]"
ENSMUSG00000039952,Dag1,dystroglycan 1 [Source:MGI Symbol;Acc:MGI:101864]
ENSMUSG00000039953,Clstn1,calsyntenin 1 [Source:MGI Symbol;Acc:MGI:1929895]
ENSMUSG00000039954,Stk32a,serine/threonine kinase 32A [Source:MGI Symbol;Acc:MGI:2442403]
ENSMUSG00000039956,Mrap,melanocortin 2 receptor accessory protein [Source:MGI Symbol;Acc:MGI:1924287]
ENSMUSG00000039958,Etfbkmt,electron transfer flavoprotein beta subunit lysine methyltransferase [Source:MGI Symbol;Acc:MGI:2443575]
ENSMUSG00000039959,Hip1,huntingtin interacting protein 1 [Source:MGI Symbol;Acc:MGI:1099804]
ENSMUSG00000039960,Rhou,ras homolog family member U [Source:MGI Symbol;Acc:MGI:1916831]
ENSMUSG00000039963,Ccdc40,coiled-coil domain containing 40 [Source:MGI Symbol;Acc:MGI:2443893]
ENSMUSG00000039967,Zfp292,zinc finger protein 292 [Source:MGI Symbol;Acc:MGI:1353423]
ENSMUSG00000039968,Rsbn1l,round spermatid basic protein 1-like [Source:MGI Symbol;Acc:MGI:3036237]
ENSMUSG00000039976,Tbc1d16,"TBC1 domain family, member 16 [Source:MGI Symbol;Acc:MGI:2652878]"
ENSMUSG00000039977,Deup1,deuterosome assembly protein 1 [Source:MGI Symbol;Acc:MGI:2443026]
ENSMUSG00000039981,Zc3h12d,zinc finger CCCH type containing 12D [Source:MGI Symbol;Acc:MGI:3045313]
ENSMUSG00000039982,Dtx4,"deltex 4, E3 ubiquitin ligase [Source:MGI Symbol;Acc:MGI:2672905]"
ENSMUSG00000039983,Ccdc32,coiled-coil domain containing 32 [Source:MGI Symbol;Acc:MGI:2685477]
ENSMUSG00000039985,Sinhcaf,SIN3-HDAC complex associated factor [Source:MGI Symbol;Acc:MGI:1929091]
ENSMUSG00000039987,Phtf2,putative homeodomain transcription factor 2 [Source:MGI Symbol;Acc:MGI:1916020]
ENSMUSG00000039988,Ankrd13c,ankyrin repeat domain 13c [Source:MGI Symbol;Acc:MGI:2139746]
ENSMUSG00000039989,Cbx4,chromobox 4 [Source:MGI Symbol;Acc:MGI:1195985]
ENSMUSG00000039990,Edrf1,erythroid differentiation regulatory factor 1 [Source:MGI Symbol;Acc:MGI:1919831]
ENSMUSG00000039994,Timeless,timeless circadian clock 1 [Source:MGI Symbol;Acc:MGI:1321393]
ENSMUSG00000039997,Ifi203,interferon activated gene 203 [Source:MGI Symbol;Acc:MGI:96428]
ENSMUSG00000040003,Magi2,"membrane associated guanylate kinase, WW and PDZ domain containing 2 [Source:MGI Symbol;Acc:MGI:1354953]"
ENSMUSG00000040006,Ginm1,glycoprotein integral membrane 1 [Source:MGI Symbol;Acc:MGI:2384905]
ENSMUSG00000040007,Bahd1,bromo adjacent homology domain containing 1 [Source:MGI Symbol;Acc:MGI:2139371]
ENSMUSG00000040009,Gnaz,"guanine nucleotide binding protein, alpha z subunit [Source:MGI Symbol;Acc:MGI:95780]"
ENSMUSG00000040010,Slc7a5,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 5 [Source:MGI Symbol;Acc:MGI:1298205]"
ENSMUSG00000040013,Fkbp6,FK506 binding protein 6 [Source:MGI Symbol;Acc:MGI:2137612]
ENSMUSG00000040016,Ptger3,prostaglandin E receptor 3 (subtype EP3) [Source:MGI Symbol;Acc:MGI:97795]
ENSMUSG00000040017,Saa4,serum amyloid A 4 [Source:MGI Symbol;Acc:MGI:98224]
ENSMUSG00000040018,Cox15,cytochrome c oxidase assembly protein 15 [Source:MGI Symbol;Acc:MGI:1920112]
ENSMUSG00000040021,Lats1,large tumor suppressor [Source:MGI Symbol;Acc:MGI:1333883]
ENSMUSG00000040022,Rab11fip2,RAB11 family interacting protein 2 (class I) [Source:MGI Symbol;Acc:MGI:1922248]
ENSMUSG00000040025,Ythdf2,YTH N6-methyladenosine RNA binding protein 2 [Source:MGI Symbol;Acc:MGI:2444233]
ENSMUSG00000040026,Saa3,serum amyloid A 3 [Source:MGI Symbol;Acc:MGI:98223]
ENSMUSG00000040028,Elavl1,"ELAV (embryonic lethal, abnormal vision)-like 1 (Hu antigen R) [Source:MGI Symbol;Acc:MGI:1100851]"
ENSMUSG00000040029,Ipo8,importin 8 [Source:MGI Symbol;Acc:MGI:2444611]
ENSMUSG00000040033,Stat2,signal transducer and activator of transcription 2 [Source:MGI Symbol;Acc:MGI:103039]
ENSMUSG00000040034,Nup43,nucleoporin 43 [Source:MGI Symbol;Acc:MGI:1917162]
ENSMUSG00000040035,Disp2,dispatched RND tramsporter family member 2 [Source:MGI Symbol;Acc:MGI:2388733]
ENSMUSG00000040037,Negr1,neuronal growth regulator 1 [Source:MGI Symbol;Acc:MGI:2444846]
ENSMUSG00000040040,Ift88,intraflagellar transport 88 [Source:MGI Symbol;Acc:MGI:98715]
ENSMUSG00000040043,Rbms2,"RNA binding motif, single stranded interacting protein 2 [Source:MGI Symbol;Acc:MGI:1861776]"
ENSMUSG00000040044,Orc3,"origin recognition complex, subunit 3 [Source:MGI Symbol;Acc:MGI:1354944]"
ENSMUSG00000040046,Tph1,tryptophan hydroxylase 1 [Source:MGI Symbol;Acc:MGI:98796]
ENSMUSG00000040048,Ndufb10,NADH:ubiquinone oxidoreductase subunit B10 [Source:MGI Symbol;Acc:MGI:1915592]
ENSMUSG00000040054,Baz2a,"bromodomain adjacent to zinc finger domain, 2A [Source:MGI Symbol;Acc:MGI:2151152]"
ENSMUSG00000040055,Gjb6,"gap junction protein, beta 6 [Source:MGI Symbol;Acc:MGI:107588]"
ENSMUSG00000040061,Plcb2,"phospholipase C, beta 2 [Source:MGI Symbol;Acc:MGI:107465]"
ENSMUSG00000040078,Ptges3-ps,"prostaglandin E synthase 3, pseudogene [Source:MGI Symbol;Acc:MGI:3704271]"
ENSMUSG00000040084,Bub1b,"BUB1B, mitotic checkpoint serine/threonine kinase [Source:MGI Symbol;Acc:MGI:1333889]"
ENSMUSG00000040086,Tnni3k,TNNI3 interacting kinase [Source:MGI Symbol;Acc:MGI:2443276]
ENSMUSG00000040093,Bmf,BCL2 modifying factor [Source:MGI Symbol;Acc:MGI:2176433]
ENSMUSG00000040097,Flywch1,FLYWCH-type zinc finger 1 [Source:MGI Symbol;Acc:MGI:2442638]
ENSMUSG00000040102,Klhl42,kelch-like 42 [Source:MGI Symbol;Acc:MGI:2444786]
ENSMUSG00000040105,Plpp6,phospholipid phosphatase 6 [Source:MGI Symbol;Acc:MGI:1921661]
ENSMUSG00000040111,Gramd1b,GRAM domain containing 1B [Source:MGI Symbol;Acc:MGI:1925037]
ENSMUSG00000040112,Mrps35,mitochondrial ribosomal protein S35 [Source:MGI Symbol;Acc:MGI:2385255]
ENSMUSG00000040113,Mettl11b,methyltransferase like 11B [Source:MGI Symbol;Acc:MGI:2685053]
ENSMUSG00000040118,Cacna2d1,"calcium channel, voltage-dependent, alpha2/delta subunit 1 [Source:MGI Symbol;Acc:MGI:88295]"
ENSMUSG00000040121,Rep15,RAB15 effector protein [Source:MGI Symbol;Acc:MGI:1913782]
ENSMUSG00000040123,Zmym5,"zinc finger, MYM-type 5 [Source:MGI Symbol;Acc:MGI:3041170]"
ENSMUSG00000040124,Gorab,"golgin, RAB6-interacting [Source:MGI Symbol;Acc:MGI:2138271]"
ENSMUSG00000040125,Gpr26,G protein-coupled receptor 26 [Source:MGI Symbol;Acc:MGI:2441758]
ENSMUSG00000040127,Sdr9c7,"4short chain dehydrogenase/reductase family 9C, member 7 [Source:MGI Symbol;Acc:MGI:1917311]"
ENSMUSG00000040128,Pnrc1,proline-rich nuclear receptor coactivator 1 [Source:MGI Symbol;Acc:MGI:1917838]
ENSMUSG00000040132,Svs2,seminal vesicle secretory protein 2 [Source:MGI Symbol;Acc:MGI:1858275]
ENSMUSG00000040133,Gpr176,G protein-coupled receptor 176 [Source:MGI Symbol;Acc:MGI:2685858]
ENSMUSG00000040134,Rdh7,retinol dehydrogenase 7 [Source:MGI Symbol;Acc:MGI:1860517]
ENSMUSG00000040136,Abcc8,"ATP-binding cassette, sub-family C (CFTR/MRP), member 8 [Source:MGI Symbol;Acc:MGI:1352629]"
ENSMUSG00000040138,Ndp,Norrie disease (pseudoglioma) (human) [Source:MGI Symbol;Acc:MGI:102570]
ENSMUSG00000040139,9430038I01Rik,RIKEN cDNA 9430038I01 gene [Source:MGI Symbol;Acc:MGI:1924502]
ENSMUSG00000040140,Tdrd6,tudor domain containing 6 [Source:MGI Symbol;Acc:MGI:2679727]
ENSMUSG00000040146,Rgl3,ral guanine nucleotide dissociation stimulator-like 3 [Source:MGI Symbol;Acc:MGI:1918996]
ENSMUSG00000040147,Maob,monoamine oxidase B [Source:MGI Symbol;Acc:MGI:96916]
ENSMUSG00000040148,Hmx3,H6 homeobox 3 [Source:MGI Symbol;Acc:MGI:107160]
ENSMUSG00000040151,Hs2st1,heparan sulfate 2-O-sulfotransferase 1 [Source:MGI Symbol;Acc:MGI:1346049]
ENSMUSG00000040152,Thbs1,thrombospondin 1 [Source:MGI Symbol;Acc:MGI:98737]
ENSMUSG00000040154,Wfdc5,WAP four-disulfide core domain 5 [Source:MGI Symbol;Acc:MGI:2384800]
ENSMUSG00000040158,Tax1bp3,Tax1 (human T cell leukemia virus type I) binding protein 3 [Source:MGI Symbol;Acc:MGI:1923531]
ENSMUSG00000040163,1700034J05Rik,RIKEN cDNA 1700034J05 gene [Source:MGI Symbol;Acc:MGI:1920594]
ENSMUSG00000040164,Kcns1,"K+ voltage-gated channel, subfamily S, 1 [Source:MGI Symbol;Acc:MGI:1197019]"
ENSMUSG00000040165,Cd209c,CD209c antigen [Source:MGI Symbol;Acc:MGI:2157945]
ENSMUSG00000040167,Ikzf5,IKAROS family zinc finger 5 [Source:MGI Symbol;Acc:MGI:1914393]
ENSMUSG00000040170,Fmo2,flavin containing monooxygenase 2 [Source:MGI Symbol;Acc:MGI:1916776]
ENSMUSG00000040174,Alkbh3,"alkB homolog 3, alpha-ketoglutarate-dependent dioxygenase [Source:MGI Symbol;Acc:MGI:1916363]"
ENSMUSG00000040177,2310057M21Rik,RIKEN cDNA 2310057M21 gene [Source:MGI Symbol;Acc:MGI:1915527]
ENSMUSG00000040181,Fmo1,flavin containing monooxygenase 1 [Source:MGI Symbol;Acc:MGI:1310002]
ENSMUSG00000040183,Ankrd6,ankyrin repeat domain 6 [Source:MGI Symbol;Acc:MGI:2154278]
ENSMUSG00000040187,Arntl2,aryl hydrocarbon receptor nuclear translocator-like 2 [Source:MGI Symbol;Acc:MGI:2684845]
ENSMUSG00000040188,Scamp2,secretory carrier membrane protein 2 [Source:MGI Symbol;Acc:MGI:1346518]
ENSMUSG00000040189,Odad1,outer dynein arm docking complex subunit 1 [Source:MGI Symbol;Acc:MGI:2446120]
ENSMUSG00000040195,Nemp1,nuclear envelope integral membrane protein 1 [Source:MGI Symbol;Acc:MGI:2446113]
ENSMUSG00000040197,Cd209e,CD209e antigen [Source:MGI Symbol;Acc:MGI:2157948]
ENSMUSG00000040204,Pclaf,PCNA clamp associated factor [Source:MGI Symbol;Acc:MGI:1915276]
ENSMUSG00000040205,Cuzd1,CUB and zona pellucida-like domains 1 [Source:MGI Symbol;Acc:MGI:1202881]
ENSMUSG00000040209,Zfp704,zinc finger protein 704 [Source:MGI Symbol;Acc:MGI:2180715]
ENSMUSG00000040212,Emp3,epithelial membrane protein 3 [Source:MGI Symbol;Acc:MGI:1098729]
ENSMUSG00000040213,Kyat3,kynurenine aminotransferase 3 [Source:MGI Symbol;Acc:MGI:2677849]
ENSMUSG00000040219,Ttc12,tetratricopeptide repeat domain 12 [Source:MGI Symbol;Acc:MGI:2444588]
ENSMUSG00000040220,Gas8,growth arrest specific 8 [Source:MGI Symbol;Acc:MGI:1202386]
ENSMUSG00000040225,Prrc2c,proline-rich coiled-coil 2C [Source:MGI Symbol;Acc:MGI:1913754]
ENSMUSG00000040229,Gpr34,G protein-coupled receptor 34 [Source:MGI Symbol;Acc:MGI:1346334]
ENSMUSG00000040231,Syngr4,synaptogyrin 4 [Source:MGI Symbol;Acc:MGI:1928903]
ENSMUSG00000040234,Tm7sf3,transmembrane 7 superfamily member 3 [Source:MGI Symbol;Acc:MGI:1914873]
ENSMUSG00000040236,Trappc5,trafficking protein particle complex 5 [Source:MGI Symbol;Acc:MGI:1913932]
ENSMUSG00000040242,Fgfr1op2,FGFR1 oncogene partner 2 [Source:MGI Symbol;Acc:MGI:1914779]
ENSMUSG00000040247,Tbc1d10c,"TBC1 domain family, member 10c [Source:MGI Symbol;Acc:MGI:1922072]"
ENSMUSG00000040249,Lrp1,low density lipoprotein receptor-related protein 1 [Source:MGI Symbol;Acc:MGI:96828]
ENSMUSG00000040250,Ints13,integrator complex subunit 13 [Source:MGI Symbol;Acc:MGI:1918427]
ENSMUSG00000040253,Gbp7,guanylate binding protein 7 [Source:MGI Symbol;Acc:MGI:2444421]
ENSMUSG00000040254,Sema3d,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D [Source:MGI Symbol;Acc:MGI:1860118]"
ENSMUSG00000040258,Nxph4,neurexophilin 4 [Source:MGI Symbol;Acc:MGI:1336197]
ENSMUSG00000040260,Daam2,dishevelled associated activator of morphogenesis 2 [Source:MGI Symbol;Acc:MGI:1923691]
ENSMUSG00000040263,Klhdc4,kelch domain containing 4 [Source:MGI Symbol;Acc:MGI:2384569]
ENSMUSG00000040264,Gbp2b,guanylate binding protein 2b [Source:MGI Symbol;Acc:MGI:95666]
ENSMUSG00000040265,Dnm3,dynamin 3 [Source:MGI Symbol;Acc:MGI:1341299]
ENSMUSG00000040268,Plekha1,"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1 [Source:MGI Symbol;Acc:MGI:2442213]"
ENSMUSG00000040269,Mrps28,mitochondrial ribosomal protein S28 [Source:MGI Symbol;Acc:MGI:1913480]
ENSMUSG00000040270,Bach2,"BTB and CNC homology, basic leucine zipper transcription factor 2 [Source:MGI Symbol;Acc:MGI:894679]"
ENSMUSG00000040272,Accs,1-aminocyclopropane-1-carboxylate synthase (non-functional) [Source:MGI Symbol;Acc:MGI:1919717]
ENSMUSG00000040274,Cdk6,cyclin-dependent kinase 6 [Source:MGI Symbol;Acc:MGI:1277162]
ENSMUSG00000040276,Pacsin1,protein kinase C and casein kinase substrate in neurons 1 [Source:MGI Symbol;Acc:MGI:1345181]
ENSMUSG00000040280,Ndufa4l2,"Ndufa4, mitochondrial complex associated like 2 [Source:MGI Symbol;Acc:MGI:3039567]"
ENSMUSG00000040282,Cdin1,CDAN1 interacting nuclease 1 [Source:MGI Symbol;Acc:MGI:3026886]
ENSMUSG00000040283,Btnl9,butyrophilin-like 9 [Source:MGI Symbol;Acc:MGI:2442439]
ENSMUSG00000040287,Stac3,SH3 and cysteine rich domain 3 [Source:MGI Symbol;Acc:MGI:3606571]
ENSMUSG00000040289,Hey1,hairy/enhancer-of-split related with YRPW motif 1 [Source:MGI Symbol;Acc:MGI:1341800]
ENSMUSG00000040296,Ddx58,DEAD/H box helicase 58 [Source:MGI Symbol;Acc:MGI:2442858]
ENSMUSG00000040297,Suco,SUN domain containing ossification factor [Source:MGI Symbol;Acc:MGI:2138346]
ENSMUSG00000040298,Btbd16,BTB (POZ) domain containing 16 [Source:MGI Symbol;Acc:MGI:3045247]
ENSMUSG00000040302,Rbm48,RNA binding motif protein 48 [Source:MGI Symbol;Acc:MGI:2442653]
ENSMUSG00000040310,Alx4,aristaless-like homeobox 4 [Source:MGI Symbol;Acc:MGI:108359]
ENSMUSG00000040312,Cchcr1,coiled-coil alpha-helical rod protein 1 [Source:MGI Symbol;Acc:MGI:2385321]
ENSMUSG00000040314,Ctsg,cathepsin G [Source:MGI Symbol;Acc:MGI:88563]
ENSMUSG00000040321,Zfp770,zinc finger protein 770 [Source:MGI Symbol;Acc:MGI:2445100]
ENSMUSG00000040322,Slc25a24,"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 24 [Source:MGI Symbol;Acc:MGI:1917160]"
ENSMUSG00000040323,Gm15429,predicted pseudogene 15429 [Source:MGI Symbol;Acc:MGI:3642423]
ENSMUSG00000040325,Dcaf1,DDB1 and CUL4 associated factor 1 [Source:MGI Symbol;Acc:MGI:2445220]
ENSMUSG00000040327,Cul9,cullin 9 [Source:MGI Symbol;Acc:MGI:1925559]
ENSMUSG00000040328,Olfr56,olfactory receptor 56 [Source:MGI Symbol;Acc:MGI:1333785]
ENSMUSG00000040329,Il7,interleukin 7 [Source:MGI Symbol;Acc:MGI:96561]
ENSMUSG00000040331,Nsmce4a,"NSE4 homolog A, SMC5-SMC6 complex component [Source:MGI Symbol;Acc:MGI:1915122]"
ENSMUSG00000040339,Fam102b,"family with sequence similarity 102, member B [Source:MGI Symbol;Acc:MGI:3036259]"
ENSMUSG00000040340,Tex45,testis expressed 45 [Source:MGI Symbol;Acc:MGI:1923656]
ENSMUSG00000040345,Arhgap9,Rho GTPase activating protein 9 [Source:MGI Symbol;Acc:MGI:2143764]
ENSMUSG00000040350,Trim7,tripartite motif-containing 7 [Source:MGI Symbol;Acc:MGI:2137353]
ENSMUSG00000040351,Ankib1,ankyrin repeat and IBR domain containing 1 [Source:MGI Symbol;Acc:MGI:1918047]
ENSMUSG00000040354,Mars1,methionine-tRNA synthetase 1 [Source:MGI Symbol;Acc:MGI:1345633]
ENSMUSG00000040356,Skiv2l,superkiller viralicidic activity 2-like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1099835]
ENSMUSG00000040359,Ufl1,UFM1 specific ligase 1 [Source:MGI Symbol;Acc:MGI:1914740]
ENSMUSG00000040363,Bcor,BCL6 interacting corepressor [Source:MGI Symbol;Acc:MGI:1918708]
ENSMUSG00000040364,Sec1,secretory blood group 1 [Source:MGI Symbol;Acc:MGI:1928893]
ENSMUSG00000040365,Trim41,tripartite motif-containing 41 [Source:MGI Symbol;Acc:MGI:2384814]
ENSMUSG00000040367,Lrrd1,leucine rich repeats and death domain containing 1 [Source:MGI Symbol;Acc:MGI:3045299]
ENSMUSG00000040370,Etfrf1,electron transfer flavoprotein regulatory factor 1 [Source:MGI Symbol;Acc:MGI:1914886]
ENSMUSG00000040372,Gpr63,G protein-coupled receptor 63 [Source:MGI Symbol;Acc:MGI:2135884]
ENSMUSG00000040373,Cacng5,"calcium channel, voltage-dependent, gamma subunit 5 [Source:MGI Symbol;Acc:MGI:2157946]"
ENSMUSG00000040374,Pex2,peroxisomal biogenesis factor 2 [Source:MGI Symbol;Acc:MGI:107486]
ENSMUSG00000040380,Cbln3,cerebellin 3 precursor protein [Source:MGI Symbol;Acc:MGI:1889286]
ENSMUSG00000040383,Aqr,aquarius [Source:MGI Symbol;Acc:MGI:1276102]
ENSMUSG00000040385,Ppp1ca,protein phosphatase 1 catalytic subunit alpha [Source:MGI Symbol;Acc:MGI:103016]
ENSMUSG00000040387,Klhl32,kelch-like 32 [Source:MGI Symbol;Acc:MGI:3612790]
ENSMUSG00000040389,Wdr47,WD repeat domain 47 [Source:MGI Symbol;Acc:MGI:2139593]
ENSMUSG00000040390,Map3k10,mitogen-activated protein kinase kinase kinase 10 [Source:MGI Symbol;Acc:MGI:1346879]
ENSMUSG00000040396,Abhd13,abhydrolase domain containing 13 [Source:MGI Symbol;Acc:MGI:1916154]
ENSMUSG00000040405,Havcr1,hepatitis A virus cellular receptor 1 [Source:MGI Symbol;Acc:MGI:2159680]
ENSMUSG00000040407,Akap9,A kinase (PRKA) anchor protein (yotiao) 9 [Source:MGI Symbol;Acc:MGI:2178217]
ENSMUSG00000040410,Fbxl4,F-box and leucine-rich repeat protein 4 [Source:MGI Symbol;Acc:MGI:2140367]
ENSMUSG00000040412,Elapor1,endosome-lysosome associated apoptosis and autophagy regulator 1 [Source:MGI Symbol;Acc:MGI:1923930]
ENSMUSG00000040413,Timd2,T cell immunoglobulin and mucin domain containing 2 [Source:MGI Symbol;Acc:MGI:2159681]
ENSMUSG00000040414,Slc25a28,"solute carrier family 25, member 28 [Source:MGI Symbol;Acc:MGI:2180509]"
ENSMUSG00000040415,Dtx3,"deltex 3, E3 ubiquitin ligase [Source:MGI Symbol;Acc:MGI:2135752]"
ENSMUSG00000040420,Cdh18,cadherin 18 [Source:MGI Symbol;Acc:MGI:1344366]
ENSMUSG00000040423,Rc3h1,RING CCCH (C3H) domains 1 [Source:MGI Symbol;Acc:MGI:2685397]
ENSMUSG00000040424,Hipk4,homeodomain interacting protein kinase 4 [Source:MGI Symbol;Acc:MGI:2685008]
ENSMUSG00000040428,Plekha4,"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 4 [Source:MGI Symbol;Acc:MGI:1916467]"
ENSMUSG00000040429,Mterf1a,mitochondrial transcription termination factor 1a [Source:MGI Symbol;Acc:MGI:1918240]
ENSMUSG00000040430,Pitpnc1,"phosphatidylinositol transfer protein, cytoplasmic 1 [Source:MGI Symbol;Acc:MGI:1919045]"
ENSMUSG00000040432,Ltb4r2,leukotriene B4 receptor 2 [Source:MGI Symbol;Acc:MGI:1888501]
ENSMUSG00000040433,Zbtb38,zinc finger and BTB domain containing 38 [Source:MGI Symbol;Acc:MGI:2442866]
ENSMUSG00000040434,Large2,LARGE xylosyl- and glucuronyltransferase 2 [Source:MGI Symbol;Acc:MGI:2443769]
ENSMUSG00000040435,Ppp1r15a,"protein phosphatase 1, regulatory subunit 15A [Source:MGI Symbol;Acc:MGI:1927072]"
ENSMUSG00000040441,Slc26a10,"solute carrier family 26, member 10 [Source:MGI Symbol;Acc:MGI:2143920]"
ENSMUSG00000040446,Rprd1a,regulation of nuclear pre-mRNA domain containing 1A [Source:MGI Symbol;Acc:MGI:2385066]
ENSMUSG00000040447,Spns2,spinster homolog 2 [Source:MGI Symbol;Acc:MGI:2384936]
ENSMUSG00000040451,Sgms1,sphingomyelin synthase 1 [Source:MGI Symbol;Acc:MGI:2444110]
ENSMUSG00000040452,Cdh12,cadherin 12 [Source:MGI Symbol;Acc:MGI:109503]
ENSMUSG00000040455,Usp45,ubiquitin specific petidase 45 [Source:MGI Symbol;Acc:MGI:101850]
ENSMUSG00000040456,H2ap,H2A.P  histone [Source:MGI Symbol;Acc:MGI:1914584]
ENSMUSG00000040459,Arglu1,arginine and glutamate rich 1 [Source:MGI Symbol;Acc:MGI:2442985]
ENSMUSG00000040462,Os9,amplified in osteosarcoma [Source:MGI Symbol;Acc:MGI:1924301]
ENSMUSG00000040463,Mybbp1a,MYB binding protein (P160) 1a [Source:MGI Symbol;Acc:MGI:106181]
ENSMUSG00000040464,Gtpbp10,GTP-binding protein 10 (putative) [Source:MGI Symbol;Acc:MGI:2385599]
ENSMUSG00000040466,Blvrb,biliverdin reductase B (flavin reductase (NADPH)) [Source:MGI Symbol;Acc:MGI:2385271]
